time_s,I_prompt,Q_prompt
0.67,93.628443698168,-3149.14612373527
0.671,117.671862652473,-3092.35922622111
0.672,112.912853269894,-3099.26389366742
0.673,83.9630293176703,-3128.56164105587
0.674,28.2385760376663,-3152.03960519872
0.675,-35.030893993816,-3128.08379623811
0.676,44.7658673440104,-3174.32148554223
0.677,-92.5918809770872,-3189.67742242572
0.678,-2.68630800158168,-3146.69933851058
0.679,-19.2479507453931,-3160.31712286169
0.68,-142.53305560245,-3108.75263364119
0.681,-116.982136358148,-3119.0129827447
0.682,-304.72569693898,-3053.7669411962
0.683,-195.073427899909,-3056.98372761375
0.684,-195.9191022456,-3026.04836016182
0.685,-28.6048955271493,-3038.8075968509
0.686,-127.388914708509,-3074.24326022017
0.687,-73.8126152910501,-3079.75643867581
0.688,-114.958105769448,-3083.4885173232
0.689,-152.308109372966,-3139.80534700959
0.69,-51.8702394813418,-3171.96312498257
0.691,66.9471105368736,-3116.69386402956
0.692,171.628308136901,-3067.28937299268
0.693,235.348049057031,-3028.66796778813
0.694,217.39327133829,-3014.00501818941
0.695,166.183527303032,-2952.5613081071
0.696,291.759802217451,-2925.00574007445
0.697,213.17657113648,-2876.81797487803
0.698,298.291285160894,-2798.40097893679
0.699,281.789024677312,-2810.64329469474
0.7,-164.855889632127,2789.09748085876
0.701,-175.066935127565,2750.0433272941
0.702,-11.2469257552043,2788.96491112307
0.703,-69.4933845116829,2769.246424639
0.704,-45.0554995779018,2816.64669463086
0.705,54.1782559747109,2851.59258583468
0.706,190.353278285671,2839.07614843011
0.707,139.041793635467,2879.13217052531
0.708,122.384345760841,2968.95114054528
0.709,160.65078761748,2996.97042465482
0.71,214.801157238019,3023.54396356521
0.711,322.335255770826,3115.3792491671
0.712,124.041995232003,3193.4323851474
0.713,236.609272871556,3208.31771604327
0.714,127.816477531324,3229.57713137759
0.715,252.571214644833,3292.18919734405
0.716,168.915728260457,3270.37553260663
0.717,253.144229943294,3216.18863542225
0.718,79.7984667836784,3234.155108458
0.719,282.24086126551,3143.01030320714
0.72,-317.87527186503,-3104.25446735876
0.721,-264.066982738721,-3143.39802061212
0.722,-434.505157323295,-3081.29530191766
0.723,-356.540363796423,-3096.52398208016
0.724,-402.066637801472,-3060.52461059764
0.725,-276.470566871695,-3052.49573857282
0.726,-392.866640200862,-3056.649304765
0.727,-294.539433289606,-3032.74827662912
0.728,-314.392107210101,-3035.23763096858
0.729,-352.77031331349,-3077.35229957035
0.73,-300.121653549034,-3114.34277745073
0.731,-226.162111103599,-3087.79265133648
0.732,-171.37818880609,-3079.58633571103
0.733,-132.814462265956,-3089.96160331452
0.734,-157.253123107535,-3093.28179769509
0.735,-185.472885386314,-3049.78130385402
0.736,-34.9330997707714,-3091.61631053107
0.737,-124.129778267182,-3084.31610656379
0.738,-5.28395192604156,-3047.26565500451
0.739,7.43910689480555,-3107.67571784432
0.74,56.9379101772966,3120.38121962608
0.741,-45.3935550814537,3081.08135844501
0.742,55.1358391938259,3117.47649026948
0.743,-43.2389127974563,3081.06389682927
0.744,-114.638396710922,3090.78642651808
0.745,-106.8722576346,3097.532132127
0.746,-23.3193626971762,3144.48646657399
0.747,-94.6648909233007,3187.02523763415
0.748,-133.852592812785,3238.15795360815
0.749,-113.909600738225,3253.01984479645
0.75,-70.2466390174611,3263.61881745503
0.751,64.9392768128395,3353.29205849308
0.752,-143.632155419996,3427.4169388014
0.753,-41.7494653937517,3438.77203780786
0.754,-162.289585610295,3436.29366881781
0.755,-79.923729837796,3546.5829505764
0.756,-232.50891477773,3552.84776575812
0.757,-190.148424946041,3541.98333319797
0.758,-401.629870466562,3558.0728605356
0.759,-186.989868501213,3565.31831595111
0.76,-185.795413014309,3608.21271434514
0.761,-275.938574770872,3586.54303211414
0.762,-189.031888234618,3675.19766849089
0.763,-315.515106197425,3644.81860755328
0.764,-346.510649988933,3693.24236223554
0.765,-302.016306993528,3699.05640506862
0.766,-155.480721926539,3677.68651477468
0.767,-229.004702650777,3681.98167973204
0.768,-314.902699616411,3696.49040885701
0.769,-335.832455552475,3698.55825585758
0.77,-328.452135628448,3708.53222321118
0.771,-204.294609982051,3797.57806670008
0.772,-465.174686262302,3823.58218768637
0.773,-342.932137589623,3838.59627479186
0.774,-441.767819341825,3822.27921160142
0.775,-296.860991480798,3900.91245826598
0.776,-402.329604402662,3867.32345063856
0.777,-309.779951207535,3866.31284170607
0.778,-503.30268868713,3919.36380391678
0.779,-240.437791737584,3899.88185693596
0.78,221.026121010928,-3927.74356448639
0.781,313.343577145555,-3980.47671540511
0.782,93.0638361762221,-3953.49362543081
0.783,193.947374541772,-3992.79145076024
0.784,140.539280509252,-3995.13945871954
0.785,329.849474830272,-4035.25562302488
0.786,189.875353284081,-4138.32617574879
0.787,265.95755211906,-4168.98362965823
0.788,220.767985273424,-4194.61871528058
0.789,152.270681508572,-4290.35110092585
0.79,240.290597044938,-4391.01559631305
0.791,302.268285463703,-4365.77714187086
0.792,339.147586078089,-4361.81477632986
0.793,293.50270862372,-4370.52355559735
0.794,184.592165472263,-4416.34111051369
0.795,75.9224622936898,-4368.17182275446
0.796,197.754987518694,-4394.56922859697
0.797,28.8796923036754,-4393.94170949924
0.798,164.43998264267,-4356.15111357634
0.799,178.922316977069,-4389.61926583194
